Log_Variable,Lab_Variable,Well,Correlation,N_Wells,Avg_Correlation,Avg_Abs_Correlation,Std_Correlation,Correlation_Type,Consistent_Direction
Log_SFT2,Lab_XRF_K,HRDH_1119,0.5597419059862517,2,0.5839934904005653,0.5839934904005653,0.024251584414313465,Positive,True
Log_SFT2,Lab_XRF_K,HRDH_697,0.6082450748148787,2,0.5839934904005653,0.5839934904005653,0.024251584414313465,Positive,True
Log_SFT2,Lab_XRF_Al,HRDH_1119,0.6052142696398239,2,0.5822916674984828,0.5822916674984828,0.02292260214134112,Positive,True
Log_SFT2,Lab_XRF_Al,HRDH_697,0.5593690653571417,2,0.5822916674984828,0.5822916674984828,0.02292260214134112,Positive,True
Log_SLTM,Lab_XRF_Na,HRDH_1119,0.49704439866746214,2,0.5767370173402733,0.5767370173402733,0.07969261867281116,Positive,True
Log_SLTM,Lab_XRF_Na,HRDH_697,0.6564296360130845,2,0.5767370173402733,0.5767370173402733,0.07969261867281116,Positive,True
Log_HRD1,Lab_XRF_Al,HRDH_1119,0.5143110625805154,2,0.5740319400140466,0.5740319400140466,0.059720877433531216,Positive,True
Log_HRD1,Lab_XRF_Al,HRDH_697,0.6337528174475778,2,0.5740319400140466,0.5740319400140466,0.059720877433531216,Positive,True
Log_GR,Lab_XRD_Chlorite,HRDH_1867,0.7316138206518182,2,0.1607814299052529,0.5708323907465653,0.5708323907465653,Positive,False
Log_GR,Lab_XRD_Chlorite,HRDH_697,-0.41005096084131243,2,0.1607814299052529,0.5708323907465653,0.5708323907465653,Positive,False
Log_HRD1,Lab_XRF_K,HRDH_1119,0.45954993464034755,2,0.5682896388952735,0.5682896388952735,0.10873970425492596,Positive,True
Log_HRD1,Lab_XRF_K,HRDH_697,0.6770293431501995,2,0.5682896388952735,0.5682896388952735,0.10873970425492596,Positive,True
Log_SFT2,Lab_XRF_Fe,HRDH_1119,0.579502412996502,2,0.5680068666921605,0.5680068666921605,0.01149554630434152,Positive,True
Log_SFT2,Lab_XRF_Fe,HRDH_697,0.5565113203878189,2,0.5680068666921605,0.5680068666921605,0.01149554630434152,Positive,True
Log_GRSL,Lab_XRF_S,HRDH_1119,-0.7434017103281101,2,-0.5652051575621186,0.5652051575621186,0.17819655276599142,Negative,True
Log_GRSL,Lab_XRF_S,HRDH_697,-0.38700860479612725,2,-0.5652051575621186,0.5652051575621186,0.17819655276599142,Negative,True
Log_K,Lab_XRF_Cl,HRDH_1119,0.42135876962359803,2,0.563706371566012,0.563706371566012,0.14234760194241394,Positive,True
Log_K,Lab_XRF_Cl,HRDH_697,0.7060539735084259,2,0.563706371566012,0.563706371566012,0.14234760194241394,Positive,True
Log_HRD2,Lab_XRF_S,HRDH_1119,-0.8396113540983451,2,-0.5613729391819127,0.5613729391819127,0.2782384149164325,Negative,True
Log_HRD2,Lab_XRF_S,HRDH_697,-0.28313452426548014,2,-0.5613729391819127,0.5613729391819127,0.2782384149164325,Negative,True
Log_HRD1,Lab_XRF_Si,HRDH_1119,0.526589600309644,2,-0.02432042282442881,0.5509100231340728,0.5509100231340728,Negative,False
Log_HRD1,Lab_XRF_Si,HRDH_697,-0.5752304459585016,2,-0.02432042282442881,0.5509100231340728,0.5509100231340728,Negative,False
Log_GR,Lab_XRF_S,HRDH_1119,-0.7441841764091105,2,-0.5494615773860841,0.5494615773860841,0.19472259902302638,Negative,True
Log_GR,Lab_XRF_S,HRDH_697,-0.35473897836305773,2,-0.5494615773860841,0.5494615773860841,0.19472259902302638,Negative,True
Log_K,Lab_XRD_Quartz,HRDH_1119,0.4790766164992006,2,-0.06882809393373143,0.547904710432932,0.547904710432932,Negative,False
Log_K,Lab_XRD_Quartz,HRDH_697,-0.6167328043666634,2,-0.06882809393373143,0.547904710432932,0.547904710432932,Negative,False
Log_ZDNC,Lab_XRF_S,HRDH_1119,0.8471681334073924,2,0.5467000629163464,0.5467000629163464,0.30046807049104596,Positive,True
Log_ZDNC,Lab_XRF_S,HRDH_697,0.24623199242530042,2,0.5467000629163464,0.5467000629163464,0.30046807049104596,Positive,True
Log_CN,Lab_XRD_Anatase,HRDH_1804,0.17199724249085296,2,0.5450744344477,0.5450744344477,0.373077191956847,Positive,True
Log_CN,Lab_XRD_Anatase,HRDH_1867,0.9181516264045471,2,0.5450744344477,0.5450744344477,0.373077191956847,Positive,True
Log_SHR,Lab_XRF_S,HRDH_1119,0.8609511160856588,2,0.5433115301861804,0.5433115301861804,0.31763958589947844,Positive,True
Log_SHR,Lab_XRF_S,HRDH_697,0.2256719442867019,2,0.5433115301861804,0.5433115301861804,0.31763958589947844,Positive,True
Log_SFT2,Lab_XRF_Sr,HRDH_1119,-0.5423447406737449,2,0.0003206647504320759,0.5426654054241771,0.5426654054241771,Positive,False
Log_SFT2,Lab_XRF_Sr,HRDH_697,0.5429860701746091,2,0.0003206647504320759,0.5426654054241771,0.5426654054241771,Positive,False
Log_SHR,Lab_XRF_Ca,HRDH_1119,-0.6548879137046464,2,-0.11238074927607886,0.5425071644285675,0.5425071644285675,Negative,False
Log_SHR,Lab_XRF_Ca,HRDH_697,0.4301264151524887,2,-0.11238074927607886,0.5425071644285675,0.5425071644285675,Negative,False
Log_GR,Lab_XRD_Dickite,HRDH_1804,0.40461008826321665,2,0.5401584795529044,0.5401584795529044,0.13554839128968776,Positive,True
Log_GR,Lab_XRD_Dickite,HRDH_1867,0.6757068708425922,2,0.5401584795529044,0.5401584795529044,0.13554839128968776,Positive,True
Log_PE,Lab_XRF_Ca,HRDH_1119,0.6288477019149343,2,0.08935242350537848,0.5394952784095559,0.5394952784095559,Positive,False
Log_PE,Lab_XRF_Ca,HRDH_697,-0.4501428549041774,2,0.08935242350537848,0.5394952784095559,0.5394952784095559,Positive,False
Log_PE,Lab_XRF_K,HRDH_1119,0.3914234937909021,2,-0.14609272445634855,0.5375162182472506,0.5375162182472506,Negative,False
Log_PE,Lab_XRF_K,HRDH_697,-0.6836089427035992,2,-0.14609272445634855,0.5375162182472506,0.5375162182472506,Negative,False
Log_LSN,Lab_XRF_Al,HRDH_1119,-0.3707394098790216,2,-0.5351689009130947,0.5351689009130947,0.1644294910340731,Negative,True
Log_LSN,Lab_XRF_Al,HRDH_697,-0.6995983919471678,2,-0.5351689009130947,0.5351689009130947,0.1644294910340731,Negative,True
Log_CNC,Lab_XRD_Anatase,HRDH_1804,0.15970216795913164,2,0.5347626329312464,0.5347626329312464,0.37506046497211476,Positive,True
Log_CNC,Lab_XRD_Anatase,HRDH_1867,0.9098230979033611,2,0.5347626329312464,0.5347626329312464,0.37506046497211476,Positive,True
Log_HRD2,Lab_XRD_Chlorite,HRDH_1867,-0.8288067054118398,2,-0.5328491503079446,0.5328491503079446,0.29595755510389526,Negative,True
Log_HRD2,Lab_XRD_Chlorite,HRDH_697,-0.23689159520404926,2,-0.5328491503079446,0.5328491503079446,0.29595755510389526,Negative,True
Log_LSN,Lab_XRF_Si,HRDH_1119,-0.3803362112809243,2,0.15216290423988849,0.5324991155208127,0.5324991155208127,Positive,False
Log_LSN,Lab_XRF_Si,HRDH_697,0.6846620197607013,2,0.15216290423988849,0.5324991155208127,0.5324991155208127,Positive,False
Log_SFT2,Lab_XRD_Dickite,HRDH_1804,0.4782621848601118,2,-0.05309206275009845,0.5313542476102102,0.5313542476102102,Negative,False
Log_SFT2,Lab_XRD_Dickite,HRDH_1867,-0.5844463103603087,2,-0.05309206275009845,0.5313542476102102,0.5313542476102102,Negative,False
Log_ZDNC,Lab_XRF_Sr,HRDH_1119,0.5965192631574885,2,0.5309644277175629,0.5309644277175629,0.0655548354399256,Positive,True
Log_ZDNC,Lab_XRF_Sr,HRDH_697,0.4654095922776373,2,0.5309644277175629,0.5309644277175629,0.0655548354399256,Positive,True
Log_GR,Lab_XRD_K-Feldspar,HRDH_1867,0.645922306725524,2,0.11793567294210577,0.5279866337834183,0.5279866337834183,Positive,False
Log_GR,Lab_XRD_K-Feldspar,HRDH_697,-0.41005096084131243,2,0.11793567294210577,0.5279866337834183,0.5279866337834183,Positive,False
Log_CNC,Lab_XRF_Mg,HRDH_1119,0.5785937149202427,2,0.5264342396784568,0.5264342396784568,0.05215947524178591,Positive,True
Log_CNC,Lab_XRF_Mg,HRDH_697,0.4742747644366709,2,0.5264342396784568,0.5264342396784568,0.05215947524178591,Positive,True
Log_HRD1,Lab_XRD_Dickite,HRDH_1804,0.47801494186420734,2,-0.04750390014395234,0.5255188420081597,0.5255188420081597,Negative,False
Log_HRD1,Lab_XRD_Dickite,HRDH_1867,-0.573022742152112,2,-0.04750390014395234,0.5255188420081597,0.5255188420081597,Negative,False
Log_CN,Lab_XRF_Mg,HRDH_1119,0.5713500382384027,2,0.5228135894716914,0.5228135894716914,0.048536448766711315,Positive,True
Log_CN,Lab_XRF_Mg,HRDH_697,0.47427714070498006,2,0.5228135894716914,0.5228135894716914,0.048536448766711315,Positive,True
Log_PE,Lab_XRF_S,HRDH_1119,-0.8228252478640453,2,-0.5223096056950305,0.5223096056950305,0.3005156421690148,Negative,True
Log_PE,Lab_XRF_S,HRDH_697,-0.22179396352601577,2,-0.5223096056950305,0.5223096056950305,0.3005156421690148,Negative,True
Log_GRSL,Lab_XRF_Ca,HRDH_1119,0.7506596324741496,2,0.2286347256272123,0.5220249068469373,0.5220249068469373,Positive,False
Log_GRSL,Lab_XRF_Ca,HRDH_697,-0.293390181219725,2,0.2286347256272123,0.5220249068469373,0.5220249068469373,Positive,False
Log_SHR,Lab_XRF_K,HRDH_1119,-0.3423522284743845,2,0.17110017796712446,0.5134524064415089,0.5134524064415089,Positive,False
Log_SHR,Lab_XRF_K,HRDH_697,0.6845525844086334,2,0.17110017796712446,0.5134524064415089,0.5134524064415089,Positive,False
Log_SFT2,Lab_XRD_Chlorite,HRDH_1867,-0.7976259548012974,2,-0.29529854182645965,0.5023274129748377,0.5023274129748377,Negative,False
Log_SFT2,Lab_XRD_Chlorite,HRDH_697,0.2070288711483781,2,-0.29529854182645965,0.5023274129748377,0.5023274129748377,Negative,False
Log_ZDNC,Lab_XRF_Fe,HRDH_1119,-0.5524731689882529,2,-0.052428232154261956,0.500044936833991,0.500044936833991,Negative,False
Log_ZDNC,Lab_XRF_Fe,HRDH_697,0.447616704679729,2,-0.052428232154261956,0.500044936833991,0.500044936833991,Negative,False
Log_PE,Lab_XRF_Al,HRDH_1119,0.43908421471868087,2,-0.059791081033356064,0.49887529575203693,0.49887529575203693,Negative,False
Log_PE,Lab_XRF_Al,HRDH_697,-0.558666376785393,2,-0.059791081033356064,0.49887529575203693,0.49887529575203693,Negative,False
Log_LSN,Lab_XRF_K,HRDH_1119,-0.3464473955792354,2,-0.4958177266871585,0.4958177266871585,0.1493703311079231,Negative,True
Log_LSN,Lab_XRF_K,HRDH_697,-0.6451880577950816,2,-0.4958177266871585,0.4958177266871585,0.1493703311079231,Negative,True
Log_LSN,Lab_XRF_Fe,HRDH_1119,-0.43654748230155077,2,-0.4916021716698983,0.4916021716698983,0.05505468936834754,Negative,True
Log_LSN,Lab_XRF_Fe,HRDH_697,-0.5466568610382458,2,-0.4916021716698983,0.4916021716698983,0.05505468936834754,Negative,True
Log_HRD2,Lab_XRD_Dickite,HRDH_1804,0.475324380243972,2,-0.014054232581554887,0.48937861282552686,0.48937861282552686,Negative,False
Log_HRD2,Lab_XRD_Dickite,HRDH_1867,-0.5034328454070818,2,-0.014054232581554887,0.48937861282552686,0.48937861282552686,Negative,False
Log_GRSL,Lab_XRF_Na,HRDH_1119,0.48772181099699297,2,0.4888962201290844,0.4888962201290844,0.0011744091320914085,Positive,True
Log_GRSL,Lab_XRF_Na,HRDH_697,0.4900706292611758,2,0.4888962201290844,0.4888962201290844,0.0011744091320914085,Positive,True
Log_GR,Lab_XRF_Cl,HRDH_1119,0.23586180577366928,2,0.48713961694151386,0.48713961694151386,0.25127781116784464,Positive,True
Log_GR,Lab_XRF_Cl,HRDH_697,0.7384174281093585,2,0.48713961694151386,0.48713961694151386,0.25127781116784464,Positive,True
Log_KTH,Lab_XRD_Quartz,HRDH_1119,0.5492465874529502,2,0.0658967421049454,0.4833498453480048,0.4833498453480048,Positive,False
Log_KTH,Lab_XRD_Quartz,HRDH_697,-0.4174531032430594,2,0.0658967421049454,0.4833498453480048,0.4833498453480048,Positive,False
Log_ZDNC,Lab_XRD_Dickite,HRDH_1804,-0.28062806831506876,2,0.20226447682582901,0.48289254514089774,0.48289254514089774,Positive,False
Log_ZDNC,Lab_XRD_Dickite,HRDH_1867,0.6851570219667268,2,0.20226447682582901,0.48289254514089774,0.48289254514089774,Positive,False
Log_ZDNC,Lab_XRF_Na,HRDH_1119,-0.5588914724312315,2,-0.48022974817765984,0.48022974817765984,0.07866172425357162,Negative,True
Log_ZDNC,Lab_XRF_Na,HRDH_697,-0.40156802392408825,2,-0.48022974817765984,0.48022974817765984,0.07866172425357162,Negative,True
Log_HRD1,Lab_XRF_Fe,HRDH_1119,0.5552047559347988,2,0.47984149096744205,0.47984149096744205,0.07536326496735674,Positive,True
Log_HRD1,Lab_XRF_Fe,HRDH_697,0.4044782260000853,2,0.47984149096744205,0.47984149096744205,0.07536326496735674,Positive,True
Log_SHR,Lab_XRF_Al,HRDH_1119,-0.40191916709579584,2,0.07667131352289128,0.47859048061868714,0.47859048061868714,Positive,False
Log_SHR,Lab_XRF_Al,HRDH_697,0.5552617941415784,2,0.07667131352289128,0.47859048061868714,0.47859048061868714,Positive,False
Log_HRD2,Lab_XRF_Ca,HRDH_1119,0.7129244052228397,2,0.2344899612927452,0.4784344439300945,0.4784344439300945,Positive,False
Log_HRD2,Lab_XRF_Ca,HRDH_697,-0.2439444826373493,2,0.2344899612927452,0.4784344439300945,0.4784344439300945,Positive,False
Log_SHR,Lab_XRF_Mg,HRDH_1119,-0.47770887104494303,2,-0.0014044910616095307,0.4763043799833335,0.4763043799833335,Negative,False
Log_SHR,Lab_XRF_Mg,HRDH_697,0.47489988892172397,2,-0.0014044910616095307,0.4763043799833335,0.4763043799833335,Negative,False
Log_LSN,Lab_XRF_Mg,HRDH_1119,-0.5629638722053362,2,-0.46858187102817983,0.46858187102817983,0.09438200117715634,Negative,True
Log_LSN,Lab_XRF_Mg,HRDH_697,-0.3741998698510235,2,-0.46858187102817983,0.46858187102817983,0.09438200117715634,Negative,True
Log_LSN,Lab_XRD_K-Feldspar,HRDH_1867,-0.6560388713221974,2,-0.18866828440642802,0.4673705869157694,0.4673705869157694,Negative,False
Log_LSN,Lab_XRD_K-Feldspar,HRDH_697,0.27870230250934136,2,-0.18866828440642802,0.4673705869157694,0.4673705869157694,Negative,False
Log_HRD1,Lab_XRF_Sr,HRDH_1119,-0.5681150277941815,2,-0.10154313155652592,0.4665718962376556,0.4665718962376556,Negative,False
Log_HRD1,Lab_XRF_Sr,HRDH_697,0.3650287646811297,2,-0.10154313155652592,0.4665718962376556,0.4665718962376556,Negative,False
Log_GR,Lab_XRF_Ca,HRDH_1119,0.7510949862237785,2,0.2869739107756515,0.464121075448127,0.4641210754481269,Positive,False
Log_GR,Lab_XRF_Ca,HRDH_697,-0.17714716467247543,2,0.2869739107756515,0.464121075448127,0.4641210754481269,Positive,False
Log_ZDNC,Lab_XRF_Ca,HRDH_1119,-0.7189220317772164,2,-0.260507154411885,0.4584148773653314,0.4584148773653314,Negative,False
Log_ZDNC,Lab_XRF_Ca,HRDH_697,0.19790772295344633,2,-0.260507154411885,0.4584148773653314,0.4584148773653314,Negative,False
Log_HRD1,Lab_XRF_S,HRDH_1119,-0.8153190501620635,2,-0.45820935446589595,0.45820935446589595,0.3571096956961676,Negative,True
Log_HRD1,Lab_XRF_S,HRDH_697,-0.1010996587697284,2,-0.45820935446589595,0.45820935446589595,0.3571096956961676,Negative,True
Log_LSN,Lab_XRD_Anatase,HRDH_1804,-0.14614528771648072,2,-0.45060641019618897,0.45060641019618897,0.30446112247970825,Negative,True
Log_LSN,Lab_XRD_Anatase,HRDH_1867,-0.7550675326758972,2,-0.45060641019618897,0.45060641019618897,0.30446112247970825,Negative,True
Log_LSN,Lab_XRF_Na,HRDH_1119,-0.32711032621799907,2,-0.4495018551468697,0.4495018551468697,0.12239152892887062,Negative,True
Log_LSN,Lab_XRF_Na,HRDH_697,-0.5718933840757403,2,-0.4495018551468697,0.4495018551468697,0.12239152892887062,Negative,True
Log_ZDNC,Lab_XRD_Chlorite,HRDH_1867,0.6949593615108651,2,0.4473725819598213,0.4473725819598213,0.2475867795510438,Positive,True
Log_ZDNC,Lab_XRD_Chlorite,HRDH_697,0.19978580240877752,2,0.4473725819598213,0.4473725819598213,0.2475867795510438,Positive,True
Log_PE,Lab_XRF_Mg,HRDH_1119,0.41922665719243646,2,-0.023586589434367783,0.4428132466268042,0.4428132466268042,Negative,False
Log_PE,Lab_XRF_Mg,HRDH_697,-0.466399836061172,2,-0.023586589434367783,0.4428132466268042,0.4428132466268042,Negative,False
Log_LSN,Lab_XRF_S,HRDH_1119,0.7480020302661188,2,0.4415631268324309,0.4415631268324309,0.3064389034336879,Positive,True
Log_LSN,Lab_XRF_S,HRDH_697,0.13512422339874294,2,0.4415631268324309,0.4415631268324309,0.3064389034336879,Positive,True
Log_GRSL,Lab_XRD_Quartz,HRDH_1119,0.3932020650290478,2,-0.0459828137842459,0.4391848788132937,0.4391848788132937,Negative,False
Log_GRSL,Lab_XRD_Quartz,HRDH_697,-0.4851676925975396,2,-0.0459828137842459,0.4391848788132937,0.4391848788132937,Negative,False
Log_HRD2,Lab_XRF_Al,HRDH_1119,0.5095441806338455,2,0.4253191485203181,0.4253191485203181,0.08422503211352744,Positive,True
Log_HRD2,Lab_XRF_Al,HRDH_697,0.34109411640679066,2,0.4253191485203181,0.4253191485203181,0.08422503211352744,Positive,True
Log_CNC,Lab_XRF_Si,HRDH_1119,0.23826485119281507,2,-0.18014186094130408,0.4184067121341191,0.4184067121341191,Negative,False
Log_CNC,Lab_XRF_Si,HRDH_697,-0.5985485730754232,2,-0.18014186094130408,0.4184067121341191,0.4184067121341191,Negative,False
Log_CN,Lab_XRF_Si,HRDH_1119,0.23100331137961264,2,-0.18377551765140898,0.4147788290310216,0.4147788290310216,Negative,False
Log_CN,Lab_XRF_Si,HRDH_697,-0.5985543466824306,2,-0.18377551765140898,0.4147788290310216,0.4147788290310216,Negative,False
Log_HRD2,Lab_XRF_Fe,HRDH_1119,0.567568952016165,2,0.15325920410183982,0.4143097479143252,0.4143097479143252,Positive,False
Log_HRD2,Lab_XRF_Fe,HRDH_697,-0.2610505438124853,2,0.15325920410183982,0.4143097479143252,0.4143097479143252,Positive,False
Log_HRD2,Lab_XRF_Sr,HRDH_1119,-0.5544186006172015,2,-0.41239851191632704,0.41239851191632704,0.14202008870087443,Negative,True
Log_HRD2,Lab_XRF_Sr,HRDH_697,-0.27037842321545263,2,-0.41239851191632704,0.41239851191632704,0.14202008870087443,Negative,True
Log_K,Lab_XRF_Si,HRDH_1119,0.4531274763173282,2,0.042281023831664266,0.4108464524856639,0.4108464524856639,Positive,False
Log_K,Lab_XRF_Si,HRDH_697,-0.36856542865399966,2,0.042281023831664266,0.4108464524856639,0.4108464524856639,Positive,False
Log_HRD2,Lab_XRF_Na,HRDH_1119,0.5847629819730243,2,0.4106592906189034,0.4106592906189034,0.17410369135412093,Positive,True
Log_HRD2,Lab_XRF_Na,HRDH_697,0.23655559926478245,2,0.4106592906189034,0.4106592906189034,0.17410369135412093,Positive,True
Log_GRSL,Lab_XRF_Cl,HRDH_1119,0.23468715922054603,2,0.4094883894244556,0.4094883894244556,0.17480123020390956,Positive,True
Log_GRSL,Lab_XRF_Cl,HRDH_697,0.5842896196283651,2,0.4094883894244556,0.4094883894244556,0.17480123020390956,Positive,True
Log_SHR,Lab_XRF_Na,HRDH_1119,-0.5063648597426185,2,-0.4094372367092513,0.4094372367092513,0.09692762303336716,Negative,True
Log_SHR,Lab_XRF_Na,HRDH_697,-0.31250961367588415,2,-0.4094372367092513,0.4094372367092513,0.09692762303336716,Negative,True
Log_GRSL,Lab_XRF_Fe,HRDH_1119,0.5529701636972415,2,0.40800526226726197,0.40800526226726197,0.14496490142997956,Positive,True
Log_GRSL,Lab_XRF_Fe,HRDH_697,0.2630403608372824,2,0.40800526226726197,0.40800526226726197,0.14496490142997956,Positive,True
Log_K,Lab_XRF_Al,HRDH_1119,0.43193605258953055,2,0.407457513126687,0.407457513126687,0.024478539462843535,Positive,True
Log_K,Lab_XRF_Al,HRDH_697,0.3829789736638435,2,0.407457513126687,0.407457513126687,0.024478539462843535,Positive,True
Log_KTH,Lab_XRF_Cl,HRDH_1119,0.30611455470447135,2,0.4048603201898206,0.4048603201898206,0.09874576548534925,Positive,True
Log_KTH,Lab_XRF_Cl,HRDH_697,0.5036060856751698,2,0.4048603201898206,0.4048603201898206,0.09874576548534925,Positive,True
Log_SHR,Lab_XRF_Cl,HRDH_1119,-0.5353111104605481,2,-0.13334701060401888,0.40196409985652926,0.40196409985652926,Negative,False
Log_SHR,Lab_XRF_Cl,HRDH_697,0.2686170892525104,2,-0.13334701060401888,0.40196409985652926,0.40196409985652926,Negative,False
Log_KTH,Lab_XRF_P,HRDH_1119,0.5121281710273689,2,0.11109091438299318,0.4010372566443757,0.4010372566443757,Positive,False
Log_KTH,Lab_XRF_P,HRDH_697,-0.2899463422613825,2,0.11109091438299318,0.4010372566443757,0.4010372566443757,Positive,False
Log_SFT2,Lab_XRD_Anatase,HRDH_1804,0.2503604116942467,2,-0.1500876288636273,0.40044804055787403,0.40044804055787403,Negative,False
Log_SFT2,Lab_XRD_Anatase,HRDH_1867,-0.5505356694215013,2,-0.1500876288636273,0.40044804055787403,0.40044804055787403,Negative,False
Log_CNC,Lab_XRF_Fe,HRDH_1119,0.2658046080213853,2,0.39512804125875256,0.39512804125875256,0.12932343323736728,Positive,True
Log_CNC,Lab_XRF_Fe,HRDH_697,0.5244514744961198,2,0.39512804125875256,0.39512804125875256,0.12932343323736728,Positive,True
Log_PE,Lab_XRF_Na,HRDH_1119,0.4915394224338805,2,0.3933285418350429,0.3933285418350429,0.09821088059883759,Positive,True
Log_PE,Lab_XRF_Na,HRDH_697,0.2951176612362053,2,0.3933285418350429,0.3933285418350429,0.09821088059883759,Positive,True
Log_KTH,Lab_XRF_S,HRDH_1119,-0.6242312108988488,2,-0.3931721138800556,0.3931721138800556,0.2310590970187932,Negative,True
Log_KTH,Lab_XRF_S,HRDH_697,-0.1621130168612624,2,-0.3931721138800556,0.3931721138800556,0.2310590970187932,Negative,True
Log_LSN,Lab_XRD_Chlorite,HRDH_1867,-0.5065662033544168,2,-0.1139319504225377,0.39263425293187915,0.39263425293187915,Negative,False
Log_LSN,Lab_XRD_Chlorite,HRDH_697,0.2787023025093414,2,-0.1139319504225377,0.39263425293187915,0.39263425293187915,Negative,False
Log_CNC,Lab_XRF_Al,HRDH_1119,0.2232969963206054,2,0.3919502246781942,0.3919502246781942,0.16865322835758878,Positive,True
Log_CNC,Lab_XRF_Al,HRDH_697,0.560603453035783,2,0.3919502246781942,0.3919502246781942,0.16865322835758878,Positive,True
