TDEP    , BIT    , BVOL      , CAL       , CHT        , CN          , CVOL       , GR        , HRD1      , HRD2       , K           , LSN       , PE        , RTHU        , SFT2      , SHR        , SLGN     , SLTM      , SPD       , SSD      , SSN      , TEN      , TH         , U           , WTBH     , ZCOR          , ZDEN     , ZDNC
10847.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.88783, -999.25       , -999.25  , -999.25
10847.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.92651, -999.25       , -999.25  , -999.25
10847.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.94464, -999.25       , -999.25  , -999.25
10848.0 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.9548 , -999.25       , -999.25  , -999.25
10848.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.9642 , -999.25       , -999.25  , -999.25
10848.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.97694, -999.25       , -999.25  , -999.25
10848.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.99828, -999.25       , -999.25  , -999.25
10849.0 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.02374, -999.25       , -999.25  , -999.25
10849.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.04327, -999.25       , -999.25  , -999.25
10849.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.05344, -999.25       , -999.25  , -999.25
10849.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.055  , -999.25       , -999.25  , -999.25
10850.0 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.04984, -999.25       , -999.25  , -999.25
10850.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.03395, -999.25       , -999.25  , -999.25
10850.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.00775, -999.25       , -999.25  , -999.25
10850.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.98364, -999.25       , -999.25  , -999.25
10851.0 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.97578, -999.25       , -999.25  , -999.25
10851.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.98302, -999.25       , -999.25  , -999.25
10851.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.98453, -999.25       , -999.25  , -999.25
10851.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.97128, -999.25       , -999.25  , -999.25
10852.0 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.95047, -999.25       , -999.25  , -999.25
10852.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.93636, -999.25       , -999.25  , -999.25
10852.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.9377 , -999.25       , -999.25  , -999.25
10852.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.96451, -999.25       , -999.25  , -999.25
10853.0 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.01666, -999.25       , -999.25  , -999.25
10853.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.08731, -999.25       , -999.25  , -999.25
10853.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.1606 , -999.25       , -999.25  , -999.25
10853.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.22224, -999.25       , -999.25  , -999.25
10854.0 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.26492, -999.25       , -999.25  , -999.25
10854.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.28497, -999.25       , -999.25  , -999.25
10854.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.26646, -999.25       , -999.25  , -999.25
10854.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , -999.25  , -999.25   , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.20221, -999.25       , -999.25  , -999.25
10855.0 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , 3087.0   , 868.0     , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.0989 , -999.25       , -999.25  , -999.25
10855.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , 3087.0   , 776.0     , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.98412, -999.25       , -999.25  , -999.25
10855.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , 3087.0   , 708.0     , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.8843 , -999.25       , -999.25  , -999.25
10855.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , 3087.0   , 716.0     , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.81635, -999.25       , -999.25  , -999.25
10856.0 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , -999.25   , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , 3087.0   , 714.0     , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.79169, -999.25       , -999.25  , -999.25
10856.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 15.327311 , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , 3087.0   , 702.0     , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.8098 , -999.25       , -999.25  , -999.25
10856.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 15.509542 , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , 3087.0   , 705.0     , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.85362, -999.25       , -999.25  , -999.25
10856.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 15.119651 , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , 3087.0   , 701.0     , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.90573, -999.25       , -999.25  , -999.25
10857.0 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 14.442471 , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , 3087.0   , 714.0     , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 226.96132, -999.25       , -999.25  , -999.25
10857.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 13.900143 , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , 3087.0   , 712.0     , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.02794, -999.25       , -999.25  , -999.25
10857.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 13.816557 , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , 3087.0   , 712.0     , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.10356, -999.25       , -999.25  , -999.25
10857.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 14.248226 , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , 3087.0   , 700.0     , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.18143, -999.25       , -999.25  , -999.25
10858.0 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 15.011625 , -999.25   , -999.25    , -999.25     , -999.25   , -999.25   , -999.25     , -999.25   , -999.25    , 3087.0   , 707.0     , -999.25   , -999.25  , -999.25  , -999.25  , -999.25    , -999.25     , 227.24673, -999.25       , -999.25  , -999.25
10858.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 15.809683 , -999.25   , -999.25    , 0.8138807   , -999.25   , -999.25   , 3.2936327   , -999.25   , -999.25    , 3087.0   , 696.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.4154283  , 0.42974684  , 227.28824, -999.25       , -999.25  , -999.25
10858.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 16.36289  , -999.25   , -999.25    , 0.8474342   , -999.25   , -999.25   , 3.136947    , -999.25   , -999.25    , 3087.0   , 703.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.4023931  , 0.44705668  , 227.29987, -999.25       , -999.25  , -999.25
10858.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 16.45646  , -999.25   , -999.25    , 0.86308885  , -999.25   , -999.25   , 3.0729787   , -999.25   , -999.25    , 3087.0   , 704.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.3959801  , 0.45427588  , 227.2783 , -999.25       , -999.25  , -999.25
10859.0 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 15.994629 , -999.25   , -999.25    , 0.8511512   , -999.25   , -999.25   , 3.128076    , -999.25   , -999.25    , 3087.0   , 714.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.3928019  , 0.44525832  , 227.23532, -999.25       , -999.25  , -999.25
10859.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 15.047188 , -999.25   , -999.25    , 0.80448765  , -999.25   , -999.25   , 3.3792937   , -999.25   , -999.25    , 3087.0   , 710.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.375943   , 0.4071688   , 227.1971 , -999.25       , -999.25  , -999.25
10859.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 13.784386 , -999.25   , -999.25    , 0.7326942   , -999.25   , -999.25   , 3.8460693   , -999.25   , -999.25    , 3087.0   , 705.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.3341653  , 0.3468906   , 227.18211, -999.25       , -999.25  , -999.25
10859.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 12.421228 , -999.25   , -999.25    , 0.6463848   , -999.25   , -999.25   , 4.557304    , -999.25   , -999.25    , 3087.0   , 708.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.2836349  , 0.2816654   , 227.19753, -999.25       , -999.25  , -999.25
10860.0 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 11.169329 , -999.25   , -999.25    , 0.5740654   , -999.25   , -999.25   , 5.3448663   , -999.25   , -999.25    , 3087.0   , 699.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.2241527  , 0.22903337  , 227.23572, -999.25       , -999.25  , -999.25
10860.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 10.178698 , -999.25   , -999.25    , 0.54458016  , -999.25   , -999.25   , 5.727022    , -999.25   , -999.25    , 3087.0   , 715.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.1685097  , 0.20403443  , 227.27325, -999.25       , -999.25  , -999.25
10860.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 9.494346  , -999.25   , -999.25    , 0.54609644  , -999.25   , -999.25   , 5.6812577   , -999.25   , -999.25    , 3087.0   , 705.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.1334541  , 0.1995076   , 227.29256, -999.25       , -999.25  , -999.25
10860.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 9.10007   , -999.25   , -999.25    , 0.5536941   , -999.25   , -999.25   , 5.529126    , -999.25   , -999.25    , 3087.0   , 713.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.1034358  , 0.19956784  , 227.28928, -999.25       , -999.25  , -999.25
10861.0 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 8.955065  , -999.25   , -999.25    , 0.5503854   , -999.25   , -999.25   , 5.4833956   , -999.25   , -999.25    , 3087.0   , 708.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.0769079  , 0.19639434  , 227.27107, -999.25       , -999.25  , -999.25
10861.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 9.040217  , -999.25   , -999.25    , 0.5348759   , -999.25   , -999.25   , 5.5594997   , -999.25   , -999.25    , 3087.0   , 709.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.0601941  , 0.19069956  , 227.25972, -999.25       , -999.25  , -999.25
10861.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 9.358413  , -999.25   , -999.25    , 0.5257266   , -999.25   , -999.25   , 5.5190277   , -999.25   , -999.25    , 3087.0   , 705.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.0423498  , 0.18886475  , 227.27255, -999.25       , -999.25  , -999.25
10861.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 9.823137  , -999.25   , -999.25    , 0.5272478   , -999.25   , -999.25   , 5.347511    , -999.25   , -999.25    , 3087.0   , 710.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.0241095  , 0.19151144  , 227.28728, -999.25       , -999.25  , -999.25
10862.0 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 10.279358 , -999.25   , -999.25    , 0.54220545  , -999.25   , -999.25   , 5.0831475   , -999.25   , -999.25    , 3087.0   , 707.0     , -999.25   , -999.25  , -999.25  , -999.25  , 1.0119768  , 0.19908468  , 227.2682 , -999.25       , -999.25  , -999.25
10862.25, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 10.596619 , -999.25   , -999.25    , 0.58718294  , -999.25   , -999.25   , 4.6216497   , -999.25   , -999.25    , 3087.0   , 713.0     , -999.25   , -999.25  , -999.25  , -999.25  , 0.9985096  , 0.21605046  , 227.20647, -999.25       , -999.25  , -999.25
10862.5 , -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 10.708405 , -999.25   , -999.25    , 0.65427816  , -999.25   , -999.25   , 4.1182537   , -999.25   , -999.25    , 3087.0   , 702.0     , -999.25   , -999.25  , -999.25  , -999.25  , 0.9840389  , 0.23894568  , 227.1253 , -999.25       , -999.25  , -999.25
10862.75, -999.25, -999.25   , -999.25   , -999.25    , -999.25     , -999.25    , 10.632156 , -999.25   , -999.25    , 0.73847544  , 818.6245  , -999.25   , 3.6219041   , -999.25   , -999.25    , 3087.0   , 705.0     , -999.25   , -999.25  , -999.25  , -999.25  , 0.9658226  , 0.26666155  , 227.06789, -999.25       , -999.25  , -999.25
